Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes;
I-1688-SA-02F0;1688 Sannio Earthquake;Unknown;St Filippo Neri in Ecstasy;1688;;Woodcut;;P-1688-SA-01A0 / 1688 Sannio Earthquake / Narrazione de' prodigii operati del glorioso S. Filippo Neri. Nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rouine delle sue stanze nel tremuoto che distrusse quella città a 5 di Giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigii operati del glorioso S. Filippo Neri. Nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rouine delle sue stanze nel tremuoto che distrusse quella città a 5 di Giugno 1688;de Bonis, Novello;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III L.P. Quarta Sala 03.6.07 (2);;https://books.google.es/books?id=w6wj7loR_BEC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;;
I-1688-SA-02F1;1688 Sannio Earthquake;Unknown;The Immaculate Conception;1688;;Woodcut;;P-1688-SA-01A1 / 1688 Sannio Earthquake / Napoli flagellata da Dio con l’horribilissimo terremoto accaduto a cinque di giugno ad hore ven’uno in giorno di sabato viglia della pentecoste nell’anno 1688 (This document is included in);Sportelli, Gennaro;;Napoli flagellata da Dio con l’horribilissimo terremoto accaduto a cinque di giugno ad hore ven’uno in giorno di sabato viglia della pentecoste nell’anno 1688;Benzi, Francesco;Naples;London, British Library 444.c.41.(15.);;http://access.bl.uk/item/viewer/ark:/81055/vdc_100026995081.0x000001;;;
I-1688-SA-02F2;1688 Sannio Earthquake;Unknown;St Filippo Neri;1748;;Woodcut;;P-1688-SA-01A2 / 1688 Sannio Earthquake / Prodigios obrados por el gran patriarca San Felipe Neri en tiempo de terremotos. Recogidos de diferentes relaciones auténticas, para excitar a los Fieles a acudir al patrocinio del santo en semejantes calamidades (This document is included in);Unknown;;Prodigios obrados por el gran patriarca San Felipe Neri en tiempo de terremotos. Recogidos de diferentes relaciones auténticas, para excitar a los Fieles a acudir al patrocinio del santo en semejantes calamidades;Lucas, José Tomás;Valencia;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/F-185;;https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1006426;;;
I-1688-SA-02F3;1688 Sannio Earthquake;R.M.S.;St Filippo Neri;1688;;Woodcut;;P-1688-SA-01A3 / 1688 Sannio Earthquake / Relazione dei prodigii operati da S. Filippo Neri nella persona del cardinal Orsini arcivescovo di Benevento, in occasione che rimase sotto le rovine nel terremoto, che distrusse quella città à 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);Unknown;Relazione dei prodigii operati da S. Filippo Neri nella persona del cardinal Orsini arcivescovo di Benevento, in occasione che rimase sotto le rovine nel terremoto, che distrusse quella città à 5 di giugno 1688;Buagni, Giovan Francesco;Rome;Rome, Biblioteca Casanatense VOL MISC.1905 6;;;;;
I-1688-SA-02F4;1688 Sannio Earthquake;Unknown;St Filippo Neri;1790;;Woodcut;;P-1688-SA-01A4 / 1688 Sannio Earthquake / Oración muy devota al gran padre y patriarca San Felipe Neri, en tiempo de terremotos, junto con algunos prodigios obrados por interseción del mismo santo, recogidos de diferentes relaciones auténticas (This document is included in);Unknown;Unknown;Oración muy devota al gran padre y patriarca San Felipe Neri, en tiempo de terremotos, junto con algunos prodigios obrados por interseción del mismo santo, recogidos de diferentes relaciones auténticas;Suriá y Burgada, Francisco;Barcelona;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII F-974;;https://www.bidiso.es/CBDRS/ediciones/BDRS0002564/2460;;;
I-1688-SA-02F6;1688 Sannio Earthquake;Unknown;The vision of St Filippo Neri;1688;;Woodcut;;P-1688-SA-01A7 / 1688 Sannio Earthquake / Narrazione de' prodigii operati dal glorioso S. Filippo Neri nella persona dell'eminentissimo signor cardinale Orsini arcivescovo di Benevento. In occasione, che rimase sotto le rouine delle sue stanze nel tremoto, che distrusse quella città a' 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigii operati dal glorioso S. Filippo Neri nella persona dell'eminentissimo signor cardinale Orsini arcivescovo di Benevento. In occasione, che rimase sotto le rouine delle sue stanze nel tremoto, che distrusse quella città a' 5 di giugno 1688;Onofri, Francesco (Heirs of);Florence;Florence, Biblioteca Nazionale Centrale V.MIS 1001.30;;https://books.google.es/books?id=Mo9fxvIZddwC&pg=PP5&hl=es&source=gbs_selected_pages&cad=3;;;
I-1688-SA-02F7;1688 Sannio Earthquake;Unknown;St Filippo Neri;1688;;Woodcut;;P-1688-SA-01B0 / 1688 Sannio Earthquake / Narrazione de' prodigi operati del glorioso S. Filippo Neri nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rovine delle sue stanze nel tremuoto che distrusse quella città à 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigi operati del glorioso S. Filippo Neri nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rovine delle sue stanze nel tremuoto che distrusse quella città à 5 di giugno 1688;Monaco, Michele;Naples;London, British Library 444.c.41.(8.);;http://access.bl.uk/item/viewer/ark:/81055/vdc_100026995018.0x000001;;;
I-1688-SA-02F8;1688 Sannio Earthquake;Boraglia, Nicola;St Filippo Neri saves Archbishop Orsini;1712;;Oil on canvas;150 x 119 cm;;;;;;;;;http://www.isaccomacalli.it/images/cliente/pdf%20san%20giorgio%20martire.pdf;;;
I-1688-SA-02F9;1688 Sannio Earthquake;"Ghezzi, Pier Leone (drawing); Frezza, Giovanni Girolamo (engraving)";St Filippo Neri saves Archbishop Orsini;1745;;Engraving;;"I-1688-SA-02FB / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-050E / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;"'L'Emo. Sig.r Card. Frà Vincenzo M.a Orsini dell'Ordine de Predicatori, è liberato miracolosamente per Intercessione di S. Filippo Neri dalle ruine del Terremoto seguito in Benevento li 5 Giu.o 1688 Vit uolg. Lib. 6 cap. 16.'; signed";https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t9x07ch50&view=1up&seq=495;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;;
I-1688-SA-02FA;1688 Sannio Earthquake;Castellano, Giuseppe;St Filippo Neri saves Archbishop Orsini;1688;;Fresco;;;;;;;;;;https://www.cartantica.it/pages/collaborazionePapi222.asp?autore=342;;;
I-1688-SA-02FB;1688 Sannio Earthquake;Ghezzi, Pier Leone;St Filippo Neri saves Archbishop Orsini;1725;;Oil on canvas;173 x 173 cm;"I-1688-SA-02F9 / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-050E / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;;;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;;
I-1688-SA-02FC;1688 Sannio Earthquake;Unknown;St Filippo Neri saves Archbishop Orsini;1731;;Engraving;;;Unknown;;Das Ruhm- und Wunderwürdige Leben und Thaten Pabsts Benedicti des Dreyzehenden;Riegel;Frankfurt;Augsburg, Staats- und Stadtbibliothek Bio 478 -1;;https://www.digitale-sammlungen.de/en/view/bsb11235352?page=51;;;
I-1688-SA-02FD;1688 Sannio Earthquake;Unknown;The vision of St Filippo Neri;1724;;Woodcut;;P-1688-SA-0889 / 1688 Sannio Earthquake / Prodigio de San Phelipe Neri obrado en 5 de jvnio de 1688 con la persona del eminentissimo señor cardenal Orsini, arzobispo de Benevento, oy assumpto al pontificado con nombre de Benedicto XIII à 9 de Mayo de 1724. Traducido de toscano en español (This document is included in);Unknown;;Prodigio de San Phelipe Neri obrado en 5 de jvnio de 1688 con la persona del eminentissimo señor cardenal Orsini, arzobispo de Benevento, oy assumpto al pontificado con nombre de Benedicto XIII à 9 de Mayo de 1724. Traducido de toscano en español;Guasch, Francisco;Barcelona;Barcelona, Universitat de Barcelona, Biblioteca de Reserva 07 B-39/4/9-19;;https://www.bidiso.es/CBDRS/upload/ejemplares/6847/digitalizado/201711171249__b-39_4_4_4_9-19.pdf;;;
I-1688-SA-050E;1688 Sannio Earthquake;Ghezzi, Pier Leone;St Filippo Neri saves Archbishop Orsini;1725;;Oil on canvas;102 x 73 cm;"I-1688-SA-02F9 / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-02FB / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;;https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1200761732;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;;
I-1689-VE-02FE;1689 Vesuvius Eruption;Unknown;View of Vesuvius before 1631, ather the Eruption of 1631, on 1684 and after the Eruption of 1689;1693;;Engraving;;"P-1689-VE-09BA / 1689 Vesuvius Eruption / Antonio Bulifon al M. Rev. P. D. Gio. Mabillon dell'Ordine Benedettino della Congregazione di S. Mauro; ragguagliandolo del spaventevole moto del Monte Vesuvio successo il mese di Decembre 1689, in Lettere memorabili, istoriche, politiche, ed erudite scritte, e raccolte da Antonio Bulifon, vol. II, p. 174-181 (This document is included in)";Bulifon, Antonio;Mabillon, Jean;"<i>Antonio Bulifon al M.&nbsp;Rev. P. D. Gio. Mabillon dell'Ordine Benedettino della Congregazione di S. Mauro; ragguagliandolo del spaventevole moto del Monte Vesuvio successo il mese di Decembre 1689</i>, in&nbsp;<i>Lettere memorabili, istoriche, politiche, ed erudite scritte, e raccolte da Antonio Bulifon</i>, vol. II, p. 174-181";Bulifon, Antonio;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III F.DORIA 5. 114;;https://books.google.es/books?id=86ko5X_vyuYC&printsec=frontcover&dq=inauthor:%22Antonio+Bulifon%22+lettere&hl=ca&sa=X&ved=2ahUKEwjG1pevzczvAhXPilwKHY4KCRMQ6AEwB3oECAgQAg;;;
I-1693-ES-02FF;1693 Sicily Earthquake;Unknown;City View from the Sea;1693;;Woodcut;;P-1693-ES-01C0 / 1693 Sicily Earthquake / Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693 (This document is included in);Unknown;;Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693;Ercole, Domenico Antonio;Rome;Rome, Biblioteca Casanatense VOL MISC.2120 7;;http://opac.casanatense.it/Record.htm?idlist=23&record=19038273124918564559;;;
I-1693-ES-0300;1693 Sicily Earthquake;Unknown;View of flooded City;1693;;Woodcut;;P-1693-ES-01C1 / 1693 Sicily Earthquake / Sincera ed esatta relazione dell’orribile terremoto seguito nell’isola di Sicilia il dì 11 di gennaio 1693. Colla nota delle città e terre sprofondate, de’ morti e luoghi, che hanno patito e con tutte le particolarità più degne da essere registrate. Aggiuntovi l’orazione contro il terremoto (This document is included in);Unknown;Unknown;Sincera ed esatta relazione dell’orribile terremoto seguito nell’isola di Sicilia il dì 11 di gennaio 1693. Colla nota delle città e terre sprofondate, de’ morti e luoghi, che hanno patito e con tutte le particolarità più degne da essere registrate. Aggiuntovi l’orazione contro il terremoto;Buagni, Giovan Francesco;Rome;Naples, Biblioteca della Società Napoletana di Storia Patria SIS150401-07C-035 (6);;http://opac.casanatense.it/Record.htm?idlist=23&record=19074915124918921979;;;
I-1693-ES-0301;1693 Sicily Earthquake;Unknown;City View from the Sea;1693;;Woodcut;;P-1693-ES-01BC / 1693 Sicily Earthquake / Distinto ragguaglio del spaventevole terremoto accaduto nel Regno della Sicilia li 9 et 11 del mese di gennaro 1693 (This document is included in);Unknown;;Distinto ragguaglio del spaventevole terremoto accaduto nel Regno della Sicilia li 9 et 11 del mese di gennaro 1693;Molo, Giovanni Battista;Rome;"Rome, Biblioteca Casanatense VOL MISC.387 23; Rome, Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana CORS 170 F 9.9; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (2";;http://opac.casanatense.it/Record.htm?idlist=42&record=19074914124918921969;;;
I-1693-ES-0302;1693 Sicily Earthquake;Unknown (After Saint-Ours, Jean-Pierre);Escape during the 1693 earthquake;1700;;Oil on canvas;;;;;;;;;;https://en.wikipedia.org/wiki/Jean-Pierre_Saint-Ours;;;
I-1693-ES-0303;1693 Sicily Earthquake;Unknown;City View of Sortino;1693;;Oil on canvas;;;;;;;;;;;;;
I-1693-ES-0996;1693 Sicily Earthquake;Unknown;The Procession of St Rosalia in Palermo;1706;;Oil on canvas;;;;;;;;;;;;;
I-1693-ES-09E3;1693 Sicily Earthquake;Petrini, Paolo;Map of the city of Noto before the 1693 Earthquake;1693;;Engraving;268 x 370 mm;;;;La Città di Noto in Sicilia nel suo essere prima del Terremoto del 1693;;;Wien, Osterreichische Nationalbibliothek ALB Vues 05629;All'Illustrissimo Sig.r D. Pietro Maria di Lorenzo, Barone di Binovini;https://onb.digital/result/111C130C;;;
I-1694-IB-0304;1694 Irpinia Earthquake;Cassiano De Silva, Francesco;"View of Muro Lucano hit by the Earthquake; View of Conza hit by the Earthquake";1703;;Engraving;;;;;;;;;;https://commons.wikimedia.org/wiki/File:%22Muro%22_(22090019028).jpg;;;
I-1694-IB-0305;1694 Irpinia Earthquake;Unknown;View of Fortified City;1694;;Woodcut;;P-1694-IB-01C6 / 1694 Irpinia Earthquake / Vera, e distinta relatione dello spauentoso, e funesto terremoto accaduto in Napoli, e parte del suo regno, il giorno di 8. settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in molte parti del regno. Et in particolare nelle tre provincie di principato Citra, Ultra, e Basilicata, con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre (Very similar to);;;;;;;;http://opac.casanatense.it/Record.htm?idlist=30&record=10143007124929612899;;;
I-1694-IB-0306;1694 Irpinia Earthquake;Unknown;St Gerardo;1694;;Marble Sculpture;;;;;;;;;;;;;
I-1694-VE-0307;1694 Vesuvius Eruption;Unknown;Coat of Arms of Livio Odescalchi;1694;;Engraving;;P-1694-VE-09B8 / 1694 Vesuvius Eruption / Lettera nella quale si dà distinto ragguaglio dell'incendio del Vesuvio succeduto nel mese d'Aprile 1694. Con una breve notizia degl'incendj antecedenti (This document is included in);Bulifon, Antonio;Odescalchi, Livio;"Lettera nella quale si dà distinto ragguaglio dell'incendio del Vesuvio&nbsp;succeduto nel mese d'Aprile 1694. Con una breve notizia degl'incendj antecedenti";Roselli, Giuseppe;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 054;;;;;
I-1694-VE-0308;1694 Vesuvius Eruption;"del Po, Giacomo (drawing); del Po, Teresa (engraving)";Landscape with Vesuvius erupting;1696;;Engraving;;P-1694-VE-09B7 / 1694 Vesuvius Eruption / Raguaglio istorico del incendio del Monte Vesuvio succeduto nel mese d'aprile MDCLXXXXIV. Con una breve notizia degl'incendi antecedenti (This document is included in);Bulifon, Antonio;;Raguaglio istorico del incendio del Monte Vesuvio succeduto nel mese d'aprile MDCLXXXXIV. Con una breve notizia degl'incendi antecedenti;Bulifon, Antonio;Naples;Zurich, ETH Library Rara 6103;Esattissima delineazione del Monte Vesuvio altrimenti di Somma data in luce da Antonio Bulifon nel 1694;https://www.e-rara.ch/zut/content/titleinfo/7274864;;;
I-1698-JA-0309;1698 Jaen Drought;Unknown;Miracle of the Sweat of the Image of Cristo de la Cabrilla during the Pro Pluvia Procession (27 of April of 1698);1698;;Oil on canvas;;;;;;;;;;http://jaendesdemiatalaya.blogspot.com/2012/11/iglesias-de-jaen-iglesia-de-nuestra.html;;;
I-1726-PA-0312;1726 Palermo Earthquake;Gottfried Krügner, Johann;City View of Palermo;1727;;Engraving;;P-1726-PA-01E1 / 1726 Palermo Earthquake / P.M. Salvatoris Ruffi Panormitani. De horrendo terrae motu qui contigit Panormi nocte post kalend. sept. 1726 tractatus historicus quem ex Italico in latinum sermonem conversum adiecta praefatione atque tabula vrbis Panormi edi curavit (This document is included in);Ruffo, Salvatore;;P.M. Salvatoris Ruffi Panormitani. De horrendo terrae motu qui contigit Panormi nocte post kalend. sept. 1726 tractatus historicus quem ex Italico in latinum sermonem conversum adiecta praefatione atque tabula vrbis Panormi edi curavit;Richter, G. Frid.;Leipzig;Paris, Bibliothèque Nationale de France MAGL. 1.7.208;;https://books.google.es/books?id=y71MAAAAcAAJ&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;;
I-1726-PA-0313;1726 Palermo Earthquake;Bova, Antonio;City View of Palermo;1727;;Engraving;;;;;;;;;Palermo nel terremoto del primo settembre 1726;;;Naples, Società Napoletana di Storia Patria, BANCO NAP. 05.E. 05 (01foto presa da articolo Valeria Enea;
I-1726-PA-0314;1726 Palermo Earthquake;Unknown;St Emygdius as Intercessor against Earthquakes;1726;;Oil on canvas;;;;;;;;;;;;foto Milena;
