Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1693-ES-0A7F;1693 Sicily Earthquake;Renda Ragusa, Girolamo;Al / Rev. Padre F. Gio: Antonio Sessa di Palermo, Commissario Generale d’Italia degl’istessi / Minori Osservanti;Sessa, Antonio;Breviario della vita, e virtù del Vener. Servo di Dio P. F. Vincenzo / Ragusa della Città di Modica de’ Minori Osservanti … scritto dal sig. D. / Girolamo Renda Ragusa modicano;Gramignani, Onofrio;Nella Nuova Stamparia di Onofrio Gramignani;Palermo;The text recalls the spiritual and material assistance provided by Vincenzo Ragusa on the occasion of the earthquake that occurred in Sicily in January 1693.;;1705;Italian;Prose;;Rome, Biblioteca Nazionale Centrale 42 6. A 42;https://books.googleusercontent.com/books/content?req=AKW5QacsEVYYTGEKlmCdMaaTiqpe9-cL_j8fgpbNOYHaTYkcLy28lpTxv3yfN-hh3wdOpSHJ7Kjmu8KzUE5RR2odNUoRlGvLgYT0C-AKU8m_3yKpSHGZZ5cKGnFgfZPF_HN1IrOCKKnzfn7s3myF_O5tvGOpATHIY6lqfBAaMtSfifLJjPlU3sxj-pX-YLqRZ9bg_Ih4O;;;COMUNITÀ/ EFFETTI SOCIALI→Attenzione/compassione per le vittime;
P-1693-ES-0AB0;1693 Sicily Earthquake;Donati, Bartolomeo;;;La / Santità encomiata. Panegirici per le feste, che corrono in tutto l’anni, di Nostro / Signore, della Vergine, degli Apostoli, de’ Dottori di Santa Chiesa, de’ / Fondatori delle Religioni, e di moltissimi altri Santi. Opera del Padre / Bartolomeo Donati della Compagnia di Gesù divisa in due tomi. Tomo primo;Occhi, Domenico;Presso / Domenico Occhi all’Unione;Venice;Excerpt from a panegyric to Sant'Agata who protected the city of Catania from the earthquake of 1693.;;1733;Italian;Prose;;Prague, Národní knihovna ČR 34 C 30/T1;https://books.googleusercontent.com/books/content?req=AKW5Qacu9gB8M5p32jo3ZaNPf9aKJ5awKK69kynBTT1fYA1P67q7nv8QG4-RXbuDLjD05qJaJ81ewusA4YWW7ywS4B6aXSkzRX2EZWKAsjR49KVi5JT4nGVgip-FoiFGh59wh6pL7NXsazrXXseGZUqrK60rq_CQvmBiZb4JkLg_tD9UzraaU9I9o1yudGA3tsFhbiX1s;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1693-ES-0AB2;1693 Sicily Earthquake;Savonarola, Innocenzo Raffaele;all’illustrissimo, e reverendissimo D. Raimondo Ruby Priore dell’Ordine santissimo de’ Cartusiani e vescovo eletto di Catania;Ruby, Raimondo;Panegirico della gloriosa / vergine e martire S. Agata figlia e protettrice della chiarissima, e / fedelissima città di Catania D. Innocenzo Raffaele Savonarola Cherico Regolare / nella Chiesa Cattedrale della medesima nella Feria terza di Pasqua;Trento, Simone;presso Simone Trento;Catania;Excerpt from a panegyric to Sant'Agata who protected Catania from the earthquake of 1693.;;1727;Italian;Prose;;Rome, Biblioteca Nazionale Centrale 35. 7.I.27.8;https://books.googleusercontent.com/books/content?req=AKW5QafLY7ucLGi2wTUg-881s-ZwRW8oCqvSbU002R0yn7V8kJ0jLAqQlGxdy3ojFTfTUct_2USHPFPbNakbp1U7VBP01I1bT-M17BVsjCwfIL8CBBeQiwXxwaRbvAcckR2C4NeQnm3Zk9g3OAII2-ZgFCrA4tRxdd_n_eNZw5rygA5H3tu7Oo9ehwRAhINfmIgwq5tGL;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1694-IB-01C4;1694 Irpinia Earthquake;;;;Vera, e distinta relatione dello spaventoso, e funesto terremoto accaduto in Napoli, e parte del suo Regno il giorno 8 settembre 1694. Dove si dà raguaglio delli danni, che il medesimo ha cagionato in molte parti del Regno. Et in particolare nelle trè provincie di principato Citra, Ultra, e Basilicata. Con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre;"Parrino, Domenico Antonio; Cavallo, Camillo";Per Domenico Antonio Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;Null;"Rome, Biblioteca Nazionale Centrale 12. 30.G.9.2; Jesi, Biblioteca Comunale Planettiana' PLAN AVVISI 14 096";Naples, Biblioteca Nazionale Vittorio Emanuele III SEZ.NAP. Vulcanologia D 128;Naples, Biblioteca della Società Napoletana di Storia Patria BANCO NAP. 02.B. 2 (20;Rome, Biblioteca Vallicelliana S.BOR Q.V 226(39)';https://books.google.fr/books?vid=IBNR:CR000450005&redir_esc=y;P-1694-IB-0573 / 1694 Irpinia Earthquake / Gazzette di Napoli (n. 49) (This document is included in)
P-1694-IB-01C5;1694 Irpinia Earthquake;;;;Vera, e distinta relatione del terremoto accaduto in Napoli, e parte del suo Regno il giorno 8 di settembre 1694. Dove si dà raguaglio delli danni che il medesimo ha cagionato in molte parti del Regno. Et in particolare nelle trè provincie di principato Citra, Ultra, e Basilicata. Con il numero de' morti, e feriti che nelle medesime sono restati sotto delle pietre;"Parrino, Domenico Antonio; Cavallo, Camillo";Per Domenico Antonio Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;Null;Potenza, Biblioteca Nazionale LOP b 00160;http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?teca=MagTeca+-+ICCU&id=oai:www.internetculturale.sbn.it/Teca:20:NT0000:NAPE013862;;;;
P-1694-IB-01C6;1694 Irpinia Earthquake;;;;Vera, e distinta relatione dello spauentoso, e funesto terremoto accaduto in Napoli, e parte del suo regno, il giorno di 8. settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in molte parti del regno. Et in particolare nelle tre provincie di principato Citra, Ultra, e Basilicata, con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre;Buagni, Giovanni Francesco;"Per Giovanni Francesco Buagni; si vendono da Francesco Leone libraro in piazza Madama e da Renato Bona libraro in piazza Nauona";Rome;;Naples;1694;Italian;Prose;Null;"Rome, Biblioteca Casanatense VOL MISC.387 25; Rome, Biblioteca Casanatense VOL MISC.1646 29; Rome, Biblioteca Casanatense VOL MISC.2482 46; Veroli, Biblioteca Comunale Giovardiana Bibl/43.3.26/C; Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi MAG 67 B 0023 13; Pesaro, Biblioteca Oliveriana SALA I Misc. A - 03 - c - 05 m 11; London, Warburg Institute FMH 895 (Missing)";https://books.google.es/books?id=yrMnPmF_X7UC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;"I-1694-IB-0305 / 1694 Irpinia Earthquake / View of Fortified City (This document includes); P-1694-IB-01C7 / 1694 Irpinia Earthquake / Vera, e distinta relatione dello spaventoso, e funesto terremoto accaduto in Napoli, e parte del suo regno, il giorno di 8. settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in molte parti del regno. Et in particolare nelle trè prouincie di principato Citra, Ultra, e Basilicata, con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre (Very similar to)";"The digitised image is from Rome, Biblioteca Casanatense:&nbsp;VOL MISC.387 25.";;"Non riesco a capire la collocazione di questo esemplare, perché sul sito della biblioteca è indicata una sola collocazione ma poi c'è il link a due copie digitalizzate: dovrebbe essere VOL MISC.2482 46 (http://opac.casanatense.it/Record.htm?idlist=30&amp;record=10143007124929612899)"
P-1694-IB-01C7;1694 Irpinia Earthquake;;;;Vera, e distinta relatione dello spaventoso, e funesto terremoto accaduto in Napoli, e parte del suo regno, il giorno di 8. settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in molte parti del regno. Et in particolare nelle trè prouincie di principato Citra, Ultra, e Basilicata, con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre;Buagni, Giovanni Francesco;"Per Giovanni Francesco Buagni; si vendono da Francesco Leone libraro in piazza Madama";Rome;;Naples;1694;Italian;Mixed;Null;"Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 71r-72v; Rome, Biblioteca Casanatense VOL MISC.813 5 ; Rome, Biblioteca Casanatense VOL MISC.2041 34";http://opac.casanatense.it/Record.htm?idlist=30&record=10143007124929612899;P-1694-IB-01C6 / 1694 Irpinia Earthquake / Vera, e distinta relatione dello spauentoso, e funesto terremoto accaduto in Napoli, e parte del suo regno, il giorno di 8. settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in molte parti del regno. Et in particolare nelle tre provincie di principato Citra, Ultra, e Basilicata, con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre (Very similar to);"The digitised image is from Rome, Biblioteca Casanatense:&nbsp;VOL MISC.813 5. In the OPAC this is known as the variante B' of the record&nbsp";P-1694-IB-01C6: the difference lies in the frontispiece, since here there isn't 'e da Renato Bona libraro in piazza Navona'.';
P-1694-IB-0572;1694 Irpinia Earthquake;;;;Gazzette di Napoli (n. 48);Parrino, Domenico Antonio;Appresso Dom. Ant. Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1694-IB-0573;1694 Irpinia Earthquake;;;;Gazzette di Napoli (n. 49);Parrino, Domenico Antonio;Appresso Dom. Ant. Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;P-1694-IB-01C4 / 1694 Irpinia Earthquake / Vera, e distinta relatione dello spaventoso, e funesto terremoto accaduto in Napoli, e parte del suo Regno il giorno 8 settembre 1694. Dove si dà raguaglio delli danni, che il medesimo ha cagionato in molte parti del Regno. Et in particolare nelle trè provincie di principato Citra, Ultra, e Basilicata. Con il danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte. Con il numero de' morti, che nelle medesime sono restati sotto delle pietre (This document includes);;;
P-1694-IB-0622;1694 Irpinia Earthquake;;;;Vera, e distinta relatione dello spaventoso e funesto terremoto accaduto in Napoli e parte del suo Regno, il giorno 8 settembre 1694. Dove si dà raguaglio delli danni, che il medesimo hà caggionato in mole parti del Regno, et in particolare nelle trè Provincie di Principato Citra, Ultra e Basilicata. Con danno notabilissimo delle medesime, restando numero grande delle sue terre intieramente distrutte, con il numero de' morti, che nelle medesime sono restati sotto le pietre;Monti, Pier Maria;Per Pier-Maria Monti;Bologna;;"Naples;Rome";1694;Italian;Mixed;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 73r-76v;;;;;foto Matteo
P-1694-VE-0574;1694 Vesuvius Eruption;;;;Gazzette di Napoli (n. 26);"Parrino, Domenico Antonio; Cavallo, Camillo";Appresso Dom. Ant. Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1694-VE-0575;1694 Vesuvius Eruption;;;;Gazzette di Napoli (n. 27);"Parrino, Domenico Antonio; Cavallo, Camillo";Appresso Dom. Ant. Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1694-VE-0576;1694 Vesuvius Eruption;;;;Gazzette di Napoli (n. 28);"Cavallo, Camillo; Parrino, Domenico Antonio";Appresso Dom. Ant. Parrino, e Camillo Cavallo;Naples;;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1694-VE-066E;1694 Vesuvius Eruption;Sorrentino, Ignazio;;Galiani, Celestino;Istoria del monte Vesuvio divisata in due libri da d. Ignazio Sorrentino sacerdote secolare della Torre del Greco;Severini, Giuseppe;;Naples;The book is dedicated to Celestino Galiani, promoter of Newtonian and Lockian ideas in southern Italy. In the first chapters, the author analyses the minerals erupted by the volcano in 1631, illustrates the theory of Vesuvio' submarine origin and the different composition of the gases ejected. The second part opens with a description of the 1660 eruption, then moves on to the numerous eruptions occurred between 1682 and 1733, which Sorrentino observed in person, reporting personal notes and experiences. The 1694 eruption is described at pages 125-130. The author praises the commitment and abnegation of the Archbishop of Naples Cantelmo;;1734;Italian;Prose;;Rome, Bibliotheca Hertziana Be 4015-3340 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be40153340/manifest2.json;;;INTERPRETAZIONE→Osservazioni empiriche;
P-1694-VE-082F;1694 Vesuvius Eruption;;;;Relazione del fuoco mischiato con diversi bitumi, e minerali uscito a torrenti per molti giorni del passato mese d'aprile 1694 dal Monte Vesuvio vicino a Napoli con ispavento di quella città, e contorni;Pandolfo Malatesta, Marc'Antonio;;Milan;;Naples;1694;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA MISC. 021 (12;;;;;Documento non recuperato. Informazioni parziali ricavate dai cataloghi / delle biblioteche e degli archivi (Rosa Anna)
P-1694-VE-0998;1694 Vesuvius Eruption;Paragallo, Gaspare;;de Cárdenas, Alfonso;Istoria naturale del Monte Vesuvio divisata in due libri di G.P. Avvocato Napolitano;Raillard, Giacomo;Nella stamperia di Giacomo Raillard;Naples;In this large treatise or 'Natural History' of Vesuvio, a chapter (p. 138 ff.) is dedicated to the eruption that began on 5 April 1694, which the author eyewitnessed having gone to the volcano to personally observe the phenomena. Some descriptions of the phenomena associated with the eruptions derive from direct observation;;1705;Italian;Prose;;Rome, Bibliotheca Hertziana Be 4015-3050/1-2 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be4015305012/manifest2.json;;;INTERPRETAZIONE→Osservazioni empiriche;
P-1694-VE-09B7;1694 Vesuvius Eruption;Bulifon, Antonio;;;Raguaglio istorico del incendio del Monte Vesuvio succeduto nel mese d'aprile MDCLXXXXIV. Con una breve notizia degl'incendi antecedenti;Bulifon, Antonio;Presso Antonio Bulifon;Naples;A very detailed account of the 1694 eruption, embellished with erudite news about previous eruptions, both in ancient and in more recent times. Some editions are supplemented by a later addendum on eruptive activity in 1696 and 1697 (Ragguaglio dell'incendio dello stesso vesuvio succeduto nel 1696, from p. 81). The volume is embellished by an engraving and, in some editions, by a map of the Vesuvio region;;1696;Italian;Prose;;Zurich, ETH Library Rara 6103;https://www.e-rara.ch/zut/content/titleinfo/7274864;"I-1694-VE-0308 / 1694 Vesuvius Eruption / Landscape with Vesuvio erupting (This document includes); P-1689-VE-09BA / 1689 Vesuvius Eruption / Antonio Bulifon al M. Rev. P. D. Gio. Mabillon dell'Ordine Benedettino della Congregazione di S. Mauro; ragguagliandolo del spaventevole moto del Monte Vesuvio successo il mese di Decembre 1689, in Lettere memorabili, istoriche, politiche, ed erudite scritte, e raccolte da Antonio Bulifon, vol. II, p. 174-181 (This document mentions); P-1694-VE-09B8 / 1694 Vesuvius Eruption / Lettera nella quale si dà distinto ragguaglio dell'incendio del Vesuvio succeduto nel mese d'Aprile 1694. Con una breve notizia degl'incendj antecedenti (Very similar to)";;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
P-1694-VE-09B8;1694 Vesuvius Eruption;Bulifon, Antonio;"All'Eccellentiss. Signore D. Livio Odescalchi Nipote della S.M. di PP. Innocenzio XI. Principe del Soglio, e del S.R.I. Grande di Spagna, Duca di Ceri, &amp;c.";Odescalchi, Livio;Lettera nella quale si dà distinto ragguaglio dell'incendio del Vesuvio succeduto nel mese d'Aprile 1694. Con una breve notizia degl'incendj antecedenti;Roselli, Giuseppe;Per Giuseppe Roselli;Naples;this report, written in the form of a letter to a prominent nobleman, contains detailed information on the recent eruption (it is dated 12 June 1694, the eruption took place in early April) and erudite information on previous eruptions of Vesuvio, both ancient and more recent;;1694;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 054;;"I-1694-VE-0307 / 1694 Vesuvius Eruption / Coat of Arms of Livio Odescalchi (This document includes); P-1694-VE-09B7 / 1694 Vesuvius Eruption / Raguaglio istorico del incendio del Monte Vesuvio succeduto nel mese d'aprile MDCLXXXXIV. Con una breve notizia degl'incendi antecedenti (Very similar to)";;;
P-1698-VE-01C9;1698 Vesuvius Eruption;;;;Verdadera relación del grande incendio y maravillosa destrucción hecha por el monte Vesuvio, dicho vulgarmente la montaña de Soma, serca la ciudad de Nápoles, en la qual se da cuenta de lo que sucedió desde los 29 de abril hasta los 10 de junio deste presente año de 1698 y los daños que ha causado a los pueblos;Jolis, Juan;Juan Jolis;Barcelona;;;1698;Spanish;Prose;Null;Barcelona, Biblioteca de Catalunya 04_Dipòsit de Reserva Porter NÀPOLS XXIX*/26;;;;;
P-1698-VE-0577;1698 Vesuvius Eruption;;;;Gaceta de Madrid (n. 32);;Donde estas relaciones, se hallará la planta del sitio de Ceuta;Madrid;Correspondence from Rome, 1698.06.29;;1698;Spanish;Prose;;Madrid, Hemeroteca del Boletín Oficial del Estado ;https://www.boe.es/diario_gazeta/comun/pdf.php?p=1698/08/05/pdfs/GMD-1698-32.pdf;;;;
P-1698-VE-066F;1698 Vesuvius Eruption;Sorrentino, Ignazio;;Galiani, Celestino;Istoria del monte Vesuvio divisata in due libri da d. Ignazio Sorrentino sacerdote secolare della Torre del Greco;Severini, Giuseppe;;Naples;The book is dedicated to Celestino Galiani, promoter of Newtonian and Lockian ideas in southern Italy. In the first chapters, the author analyses the minerals erupted by the volcano in 1631, illustrates the theory of Vesuvio' submarine origin and the different composition of the gases ejected. The second part opens with a description of the 1660 eruption, then moves on to the numerous eruptions occurred between 1682 and 1733, which Sorrentino observed in person, reporting personal notes and experiences. The 1698 eruption is described at pages 137-152;;1734;Italian;Prose;;Rome, Bibliotheca Hertziana Be 4015-3340 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be40153340/manifest2.json;;;INTERPRETAZIONE→Osservazioni empiriche;
P-1698-VE-09B9;1698 Vesuvius Eruption;Bulifon, Antonio;;;Compendio istorico degl'incendj del monte Vesuvio, fino all'ultima eruzione accaduta nel mese di giugno 1698. Scritto da Antonio Bulifon;Bulifon, Antonio;A spese dell'Autore;Naples;;;1701;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 053;;;;MEMORIA / PASSATO E PRESENTE→Cronologia con altri eventi;
P-1704-CA-0790;1704 Cartagena Flood;;;;Sucesso trágico y lamentable que ha sucedido y padecido la ciudad de Cartagena el día 20 de Octubre de este presente año de 1704;Guasch, Francisco;Barcelona: Por Francisco Guasch Impressor;Barcelona;;;1704;Spanish;Verse;;Barcelona, Biblioteca de Catalunya F. Bon. 9546;;;;;
P-1707-VE-01DE;1707 Vesuvius Eruption;;;;Relazione de’ meravigliosi effetti cagionati dalla portentosa eruzione del monte Vesuvio, detto di Somma, di pietre infuocate, gorghi di fuoco, tuoni, saette, e pioggia infinita di arenosa cenere, seguita dal dì 26 del caduto luglio, per tutti li due del corrente agosto 1707;"Parrino, Domenico Antonio; Mutii, Michele Luigi";Presso Domenico Antonio Parrino, e Michele Luigi Muzio, con facoltà del Signor Vicerè, 1707;Naples;;;1707;Italian;Prose;Null;"Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 009; Naples, Biblioteca della Società Napoletana di Storia Patria BANCO NAP. 02.B. 6 (7; Cassino (FR), Biblioteca statale del Monumento nazionale di Montecassino ANT BW.X 4/68; Rome, Biblioteca Casanatense VOL MISC.2357 34";;;;MEMORIA / PASSATO E PRESENTE→Cronologia dello stesso evento;
P-1707-VE-05B8;1707 Vesuvius Eruption;;;;Relazione de’ meravigliosi effetti cagionati dalla portentosa eruzione del monte Vesuvio, detto di Somma, di pietre infuocate, gorghi di fuoco, tuoni, saette, e pioggia infinita di arenosa cenere, seguita dal dì 26 del caduto luglio, per tutti li due del corrente agosto 1707;Monti, Pier Maria;Per Pier-Maria Monti;Bologna;;Naples;1707;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 150r-151v;;;;;foto Matteo
P-1707-VE-0670;1707 Vesuvius Eruption;Sorrentino, Ignazio;;Galiani, Celestino;Istoria del monte Vesuvio divisata in due libri da d. Ignazio Sorrentino sacerdote secolare della Torre del Greco;Severini, Giuseppe;;Naples;The book is dedicated to Celestino Galiani, promoter of Newtonian and Lockian ideas in southern Italy. In the first chapters, the author analyses the minerals erupted by the volcano in 1631, illustrates the theory of Vesuvio' submarine origin and the different composition of the gases ejected. The second part opens with a description of the 1660 eruption, then moves on to the numerous eruptions occurred between 1682 and 1733, which Sorrentino observed in person, reporting personal notes and experiences. The 1707 eruption is described at pages 157-164;;1734;Italian;Prose;;Rome, Bibliotheca Hertziana Be 4015-3340 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be40153340/manifest2.json;;;RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici;
