Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1631-VE-008B;1631 Vesuvius Eruption;Padavino, Marcantonio;;;Novissima relatione dell’incendio successo nel monte di Somma a 16 decembre 1631, con un avviso di quello che è successo nell’istesso dì nella città di Cattaro, nelle parti d’Albania;Longo, Egidio;"Per Egidio Longo;  all'insegna del Bove";Naples;;Venice;1632;Italian;Prose;4011031;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*90(4);;;Sul frontespizio, marca tipografica di Giovanni Domenico Bove (un bue sormontato da un cartiglio con il motto: Serius vt gravius')';;L'indicazione dello stampatore è segnalata nell'ultima pagina
P-1631-VE-008C;1631 Vesuvius Eruption;Orlandi, Giovanni;;Philip IV;Nuova e compita relatione del spaventevole incendio del Monte di Somma detto il Vesuvio, dove s’intende minutamente tutto quello che è successo sin al presente giorno, con la nota di quante volte detto monte si sia abbrugiato. Publicata per Giovanni Orlandi alla Pietà di Napoli. Aggiuntovi un remedio devotissimo contra il terremoto;Scoriggio, Lazzaro;Per Lazzaro Scoriggio;Naples;;;1632;Italian;Prose;4011083;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA MISC. 079 (9);;"I-1631-VE-029C / 1631 Vesuvius Eruption / Coat of Arms of the King of Spain; St Gennaro (This document includes)";;;
P-1631-VE-008D;1631 Vesuvius Eruption;Bove, Vincenzo;;Rovito, Orazio;Nuove osservationi fatte sopra gli effetti dell’incendio del monte Vesuuio, aggiunte alla decima relatione dello stesso incendio già data in luce, dai 16 di decembre 1631 fino ai 16 di gennaro 1632. Di nuovo rivista e ristampata per Vincenzo Bove;Scoriggio, Lazzaro;Per Lazzaro Scoriggio;Naples;;;1632;Italian;Prose;4011940;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A90(24);;I-1631-VE-0271 / 1631 Vesuvius Eruption / Coat of Arms of Orazio Rovito (This document includes);;;Foto Annachiara. Bove viene presentato come editore del testo (non si esclude però una collaborazione per la stesura). Nel Vesuvio acceso è invece presentato schiettamente come autore
P-1631-VE-008E;1631 Vesuvius Eruption;De Martino, Cesare;Illustrissimo marchese di Belmonte, regente, Carlo di Tapia;Tapia, Carlo (Regent of the Regia Cancelleria);Osservationi giornali del successo nel Vesuvio, dalli XVI di decembre MDCXXXIX* di aprile MDCXXXII. D’ordine dell’illustrissimo marchese di Belmonte, regente, Carlo di Tapia. Di Cesare De Martino, filosofo e uno delli medici della sanità di questa fedelissima città di Napoli;Beltrano, Ottavio;Appresso Ottavio Beltrano;Naples;;;1632;Italian;Prose;4009223;Rome, Biblioteca Nazionale Centrale MISC. Val.911.5;https://books.google.it/books?id=-wkqVwecCDgC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;;;
P-1631-VE-008F;1631 Vesuvius Eruption;"Santori, Giulio Antonio; Rossi, Gaspare";;Santori, Paolo Emilio;Relatione del funesto incendio e rottura del monte Vesuvio, hoggi detto Somma, nella provincia di Terra di Lavoro, vicino alla città di Napoli;"Mazzantino, Marco Antonio; Ghisoni, Luigi";Per il Mazzantini e Luigi Ghisoni;Urbino;;;1632;Italian;Prose;4044959;Paris, Bibliothèque Mazarine 4° 14771 A-15;;;The edition contains two letters both addressed to the bishop of Urbino;;
P-1631-VE-0090;1631 Vesuvius Eruption;Gerardi, Antonio;;Tegrimi, Tegrimio (Secretary of the Congregazione dei Riti);Relatione dell’horribil caso et incendio occorso per l’esalatione del Monte di Somma, detto Vesuvio, vicino alla città di Napoli. Sommariamente descritta e estratta da diverse lettere di religiosi e particolari venute da Napoli da Antonio Gerardi romano;Grignani, Lodovico;Appresso Ludovico Grignani;Rome;;;1631;Italian;Prose;4011037;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 015 (12);;I-1631-VE-0272 / 1631 Vesuvius Eruption / City View from the Sea (This document includes);;;Numerose ristampe. Inserire numero appena finito catalogo
P-1631-VE-0091;1631 Vesuvius Eruption;Gerardi, Antonio;;;Relatione dell’horribil caso et incendio occorso per l’esalatione del Monte di Somma, detto Vesuvio, vicino alla città di Napoli. Sommariamente descritta e estratta da diverse lettere di religiosi e particolari venute da Napoli da Antonio Gerardi romano;Pavoni, Giuseppe;Per Giuseppe Pavoni;Genoa;;"Naples;Rome";1632;Italian;Prose;Null;London, British Library Add MS 8353 0001;;;;;L'edizione non presenta la lettera prefatoria con dedica a Tegrimio Tegrimi, la prima edizione e quella bolognese sì. La ristampa genovese e quella bolognese presuppongono due percorsi differenti con partenza da Roma.
P-1631-VE-0092;1631 Vesuvius Eruption;Pollera, Giovan Domenico;;Pignatelli, Fabrizio;Relatione dell’incendio del Monte di Somma, successa ! nell’anno 1631, nella quale si rendono le ragioni di molte cose, le più desiderabili. Composta da D. Gio. Domenico Pollera V.I.D. de Monte Rosso di Calabria Ultra;Roncagliolo, Giovan Domenico;Per Gio. Dominico Roncagliolo;Naples;;;1632;Italian;Prose;Null;Naples, Biblioteca Nazionale Vittorio Emanuele III XXXI*A90(12);;;versione mutila dell'incisione, cercare altri esemplari, altrimenti togliere dal corpus immagini;;Foto Annachiara. Unico esemplare
P-1631-VE-0093;1631 Vesuvius Eruption;Padavino, Marcantonio;;;Relatione dell’incendio successo nel monte Vesuvio detto di Somma l’anno 1631 il mese di decembre;Pinelli, Giovan Pietro;Appresso Gio. Pietro Pinelli stampatore ducale;Venice;;;1631;Italian;Prose;4011900;Rome, Biblioteca Casanatense VOL MISC.387 3;https://books.google.it/books?id=LnqVdYok09AC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;;;
P-1631-VE-0094;1631 Vesuvius Eruption;Cardassi, Scipione;Al sig. Antonio Carrettone, patritio di detta città;Carrettone, Antonio (Noble of Bari);Relatione dell’irato Vesuvio, de’ suoi fulminanti furori e avvenimenti compassionevoli. Fatta da Scipione Cardassi, detto lo minimo nell’accademia degli Incogniti della città di Bari al sig. Atonio ! Carrettone, patritio di detta città;Gaidone, Giacomo;Per Giacomo Gaidone;Bari;;;1632;Italian;Prose;4010879;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 062 (1);;;;;Foto Annachiara
P-1631-VE-0095;1631 Vesuvius Eruption;Gerardi, Antonio;;Tegrimio Tegrimi (Secretary of the Congregazione dei Riti);Relatione dell’orribil caso et incendio occorso per l’esalatione del Monte di Somma, detto Vesuvio, vicino alla città di Napoli. Sommariamente descritta e estratta da diverse lettere di religiosi e particolari venute da Napoli da Antonio Gerardi romano;Benacci, Vittorio (Heir of);Per l'herede di Vittorio Benacci;Rome;;Rome;1632;Italian;Prose;4012959;"Bologna, Biblioteca d'Arte e di Storia di San Giorgio in Poggiale AMBROSINI    OP 0004 0609; Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 134r-137v";;I-1631-VE-061B / 1631 Vesuvius Eruption / Chivalrous novel scene (This document includes);;;Foto Annachiara
P-1631-VE-0096;1631 Vesuvius Eruption;Braccini, Giulio Cesare;All’eminentissimo e reverendissimo signore, il signor card. Girolamo Colonna;Colonna, Girolamo;Relazione dell’incendio fattosi nel Vesuvio alli 16 di decembre 1631. Scritta dal signor abbate Giulio Cesare Braccini da Giovano di Lucca, in una lettera  diretta all’eminentissimo e reverendissimo signore, il signor card. Girolamo Colonna, in questa seconda editione ricorretta;Roncagliolo, Secondino;"Per Secondino Roncagliolo; si vendino all'insegna del Bove";Naples;;;1632;Italian;Prose;4009186;Rome, Biblioteca Nazionale Centrale MISC. B.499.34;;;;;Foto Annachiara
P-1631-VE-0097;1631 Vesuvius Eruption;Braccini, Giulio Cesare;All’eminentissimo e reverendissimo signore, il signor card. Girolamo Colonna;Colonna, Girolamo;Relazione dell’incendio fattosi nel Vesuvio alli 16 di decembre 1631. Scritta dal signor abbate Giulio Cesare Braccini da Gioviano di Lucca, in una lettera diretta all’eminentissimo e revederendissimo signore il sig. card. Girolamo Colonna;Roncagliolo, Secondino;Per Secondino Roncagliolo;Naples;;;1631;Italian;Prose;4011032;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A90(1);;;;;Foto Annachiara
P-1631-VE-0098;1631 Vesuvius Eruption;Turboli, Giovan Donato;Al sig. duca di Caivano, secretario per Sua Maestà Cattolica nel Regno di Napoli;Tuboli, Giovanni Angelo;Supplica et memoria. Di Gio. Donato Tuboli al sig. duca di Caivano, secretario per Sua Maestà Cattolica nel Regno di Napoli. Con un brevissimo racconto d’alcune sentenze di Seneca, cavate dai libri de’ Beneficii, e Providentia e d’altre materie gradibili. Stampate nel mese di maggio dopo l’incendio rinovato nel monte Vesuvio;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;4012318;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*D80(14);;;;;foto annachiara
P-1631-VE-0099;1631 Vesuvius Eruption;Padavino, Marcantonio;Al molto illustre signore e padron mio osservandissimo il sig. don Annibale de Aragona Apiano;Appiano d'Aragona, Annibale;Tra le belle la bellissima, esquisita, e intiera e desiderata relatione dell’incendio del monte Vesuvio, detto di Somma. Pubblicata in Napoli da Pietro Paolo Orlandi romano. Al molto illustre signore e padron mio osservandissimo il sig. don Annibale de Aragona Apiano;Roncagliolo, Secondino;Per Secondino Roncagliolo, si vendono per Giovanni Orlandi alla Pietà;Naples;;;1632;Italian;Prose;4011064;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.F. 031;;I-1631-VE-0273 / 1631 Vesuvius Eruption / Vesuvio Smoking (This document includes);The edition is dedicated to Annibale Appiano d'Aragona by the editor Pietro Paolo Orlandi;;"MILENA non riesco a recuperare la collocazione  https://books.google.es/books?id=NbFkAAAAcAAJ&amp;printsec=frontcover&amp;hl=ca&amp;source=gbs_ge_summary_r&amp;cad=0#v=onepage&amp;q&amp;f=false"
P-1631-VE-009A;1631 Vesuvius Eruption;Giuliani, Gianbernardino;All'Illi.mo e Eccelle.mo Signore il Signor D. Gaspar de Guzmán, Conte d'Olivares;Guzmán, Gaspar de;Trattato del monte Vesuvio e de’ suoi incendi. Di Gianbernardino Giuliani, segretario del fidelissimo popolo napolitano;Longo, Egidio;Appresso Egidio Longo;Naples;;;1632;Italian;Prose;4013998;Rome, Biblioteca Universitaria Alessandrina G e.51 1;https://books.google.it/books?id=smgk90icpD8C&pg=PP1&lpg=PP1&dq=gianbernardino+giuliani&source=bl&ots=lTix_JlCZY&sig=ACfU3U32541GQC-O-iPgYciRYvzGy2ZmYQ&hl=it&sa=X&ved=2ahUKEwiRyeiczf_tAhVEzqQKHQXiCOoQ6AEwBXoECAgQAg#v=onepage&q=gianbernardino%20giuliani&f=;"I-1631-VE-0274 / 1631 Vesuvius Eruption / Coat of Arms of the Guzmán family; View of the Vesuvio before and after the Eruption (This document includes)";altra versione digitale (alta def.): https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/3027351;;
P-1631-VE-009B;1631 Vesuvius Eruption;di Santa Maria, Agnello;Al Reverendiss. P. e Padron in Christo Osservantiss. il Padre D. Pio della Marra;della Marra, Pio;Trattato scientifico delle cause che concorsero al fuoco e terremoto del monte Vesuvio, vicino Napoli, utilissimo a theologi, filosofi, astrologi et ad ogni studio. Composto dal R.P.F. Agnello di Santa Maria de’ scalzi agostiniani d’Italia;Scoriggio, Lazzaro;Per Lazaro Scoriggio;Naples;;;1632;Italian;Prose;4013902;Rome, Biblioteca Nazionale Centrale MISC. Val.911.11;https://books.google.it/books?id=jG1lj6tMBlEC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;Frontespizio con marca tipografica: calderone con all'interno fuoco purificatore, sormontato da un cartiglio col motto Donec purum';;abate della Gran Croce, benedettino cassinese) (chi? Autore o dedicatario AC)
P-1631-VE-009C;1631 Vesuvius Eruption;Rocco, Ascanio;All'illustriss. et eccellentiss. sig. Giulio Pignatello, principe della Noia e marchese di Cerchiaro;Pignatelli, Giulio (Marquis of Cerchiara);Lettera del sig. Ascanio Rocco, dottore di filosofia e medicina, napolitano, scritta all'illustriss. et eccellentiss. sig. Giulio Pignatello, principe della Noia e marchese di Cerchiaro, nella quale si dà vera e minuta relatione delle gratie fatte dalla gloriosissima Vergine e Madre di Dio dell'Arco Maggiore a beneficio della sua casa e della gente che in essa si salvò in questi travagliosi tempi del nuovo incendio del monte Vesuvio del 1631, e della carità usatali dai padri dell'Arco;Savio, Francesco;"Per Francesco Savio; all'insegna del Bove";Naples;;;1632;Italian;Prose;4011048;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 016 (5);;I-1631-VE-029D / 1631 Vesuvius Eruption / The Virgin and Child (This document includes);;;attualmente ho foto BNN ma manca di frontespizio. Sp al pià presto  Io ho foto dell'esemplare in Casanatense. Mile  (Recuperato da SP. Annac)
P-1631-VE-009D;1631 Vesuvius Eruption;Milano, Paolo;;Strangis, Mariano;Vera relatione del crudele, misero e lacrimoso prodigio successo nel monte Vesuvio, circa otto miglia distante dalla nobilissima e delittiosissima città di Partenope, detta Napoli, nella quale brevemente s’esprime quante terre siano per tal’effetto distrutte, quant’hanno patito notabil danno e quante genti siano ivi morte. Con breve descrittione anco quante volte sia successo nei tempi antichi;Roncagliolo, Giovan Domenico;Per Gio. Domenico Roncagliolo;Naples;;;1632;Italian;Prose;4011055;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B64(4);;;;;foto Annachiara
P-1631-VE-009E;1631 Vesuvius Eruption;Milesio, Giacomo;;Philip IV;Vera relatione del miserabile e memorabile caso, successo nella falda della nominatissima montagna di Somma, altrimente detto Mons Vesuvii, circa sei miglia distante dalla nobilissima e gentilissima città di Napoli, dal martedì alli 16. del mese di decembre 1631. sino al seguente martedì 23 dell’istesso mese, giorno per giorno, e hora per hora distintamente descritta. Dal R.P.F. Giacomo Milesio da Ponta Hibernese, de’ minori osservanti riformato, habitante nel regio convento della Croce di Palazzo di Napoli;Beltrano, Ottavio;Per Ottavio Beltrano;Naples;;;1631;Italian;Prose;4011038;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 015 (13);;;;;Foto Annachiara
P-1631-VE-009F;1631 Vesuvius Eruption;Milesio, Giacomo;;;Warhaffte Relation dess erbarmblichen und erschrecklichen Zustands, so sich in der Seyten dess weitberumbten Bergs Vesuuij von Afftermontag den 16 Monats Decembris 1631 biss auff den andern Afftermontag den 23 dito, alles von Tag zu Tag, Stund zu Stund, begeben. Durch den Ehrwurdigen P. Fr. Jacobum Milesium;Segen, Melchion;bey Melchiorn Segen Buchhandlern;Munich;;;1632;German;Prose;Null;Munich, Bayerische Staatsbibliothek 17;https://books.google.co.uk/books?id=kuNZAAAAcAAJ&pg=PP3&dq=inauthor:%22Jacobus+Milesius%22&hl=es&source=gbs_selected_pages&cad=2#v=onepage&q&f=false;;;;Descrizione copiata da catalogo. Ricontrollare trascriz tedesco. 17 + 1 bianca
P-1631-VE-00A0;1631 Vesuvius Eruption;Milesio, Giacomo;;;Récit véritable du misérable et mémorable accident arrivé en la descente de la très renommée montagne de Somma, autrement le Vésuve, environ trois lieues loing de la ville de Naples, depuis le lundi 15 décembre 1631 sur les 9 heures du soir jusques au mardi suivant 23 du mesme. Décrit jour par jour et heure par heure, par le P. Jacques Milesius hibernois, observantin reformé, residant au convent royal de la Croix du Palais, à Naples;Jullieron, Jean;chez Iean Iullieron;Lyon;;;1632;French;Prose;6904255;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA MISC. 079 (10);;;On the frontespice: Traduit de la copie imprimée à Naples.;;Descrizione presa da opac. Recuperare esemplare a SP. Ricontrollare trascrizione in francese. 13 + 1 bianca
P-1631-VE-00A1;1631 Vesuvius Eruption;Milesio, Giacomo;;;Vera relatione del miserabile e memorabile caso, successo nella falda della nominatissima montagna di Somma, altrimenti detta Mons Vesuvii, circa sei miglia distante dalla famosissima e gentilissima città di Partenope, detto Napoli, capo del delitiosiss. Regno e patria di Terra di Lavore. Scritta del ! R.P.F. Giacomo Milesio da Ponta Hibernese, di minori osservanti riformato, habitante nel regio convento della Croce di Palazzo di Napoli;Maccarano, Domenico;Per Dominico Maccar.;Naples;;;1631;Italian;Prose;Null;Wien, Osterreichische Nationalbibliothek 6.Z.61.(2);http://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ168155808;I-1631-VE-0275 / 1631 Vesuvius Eruption / View of the Vesuvio erupting (This document includes);;;
P-1631-VE-00A2;1631 Vesuvius Eruption;Milesio, Giacomo;;;Vera relatione del miserabile e memorabile caso, successo nella falda della nominatissima montagna di Somma, altrimenti detto Mons Vesuvii, circa sei miglia distante dalla famosissima e gentilissima città di Partenope, detta Napoli, capo del delitiosiss. Regno e patria di Terra di Lavore. Scritta dal R.P.F. Giacomo Milesio da Ponta Hibernese, di minori osservanti riformato, habitante nel regio convento della Croce di Palazzo di Napoli. Ottavio Beltrano la dedica e dona al medesimo padre;Beltrano, Ottavio;Per Ottavio Beltrano;Naples;;;1631;Italian;Prose;4011076;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B64(10);;"I-1631-VE-0276 / 1631 Vesuvius Eruption / Emblem n. III, 6 from Juan de Horozco y Covarrubias, Emblemas morales, Segovia 1589; Allegory of the Sebeto River (This document includes)";;;
P-1631-VE-00A3;1631 Vesuvius Eruption;Burioli, Pietro;;;Vera relatione del terremoto e vorragine occorsa nel monte Vesuvio il dì 16 decembre 1631 a hore 12, dove s’intende come da una vorragine è uscita grandissima quantità di fuoco, fumo, polvere e pietre di diverse grandezze, fino alla grandezza d’una carrozza, et si sente la fugga e spavento di quel povero popolo. Caso veramente degno di grandiss. compassione. Scritta da Napoli dal sig. Pietro Burioli;Tebaldini, Nicolò;"Per Nicolò Tebaldini; nella Scimia";Bologna;;;1632;Italian;Prose;4011081;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA MISC. 079 (8);;;;;Foto Annachiara
