Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes
I-1684-SE-02E7;1684 Seville Flood;Unknown;Two Angels hold up a Cross;1684;;Woodcut;;P-1684-SE-018D / 1684 Seville Flood / Relación verdadera y copia de una carta suya escrita por un cavallero de Sevilla a un amigo suyo en esta corte, en que le da quenta de la inundación que ha padecido esta ciudad este invierno, por discurso de tres meses, los conventos, e iglesias que se han anegado, y caído, casas, y gente que ha parecido, y la forma con que han sido socorridos con barcos, que andavan por las calles, a los que no podían salir de las casas, y de la procesión que su ilustre Cabildo hizo a la santa iglesia mayor para pedir a Dios cessasse su enojo, con otras particularidades sucedidas este año de 1684 (This document is included in);Unknown;Unknown;Relación verdadera y copia de una carta suya escrita por un cavallero de Sevilla a un amigo suyo en esta corte, en que le da quenta de la inundación que ha padecido esta ciudad este invierno, por discurso de tres meses, los conventos, e iglesias que se han anegado, y caído, casas, y gente que ha parecido, y la forma con que han sido socorridos con barcos, que andavan por las calles, a los que no podían salir de las casas, y de la procesión que su ilustre Cabildo hizo a la santa iglesia mayor para pedir a Dios cessasse su enojo, con otras particularidades sucedidas este año de 1684;Unknown;Madrid;Madrid, Hemeroteca Municipal A- 1631;;;;
I-1687-CA-02E8;1687 Catalonia Locust plague;Unknown;Coat of Arms of the Diputació de Girona;1687;;Woodcut;;P-1687-CA-018F / 1687 Catalonia Locust plague / Relació dels motius per el quals nos castiga la divina iusticia regularment ab la plaga de las llagostas, dels danys que ocasionan en los regnes que la experimentan y dels remeys divinos y humans se han experimentat favorables en diferents provincias pera extinguirla (This document is included in);Unknown;;Relació dels motius per el quals nos castiga la divina iusticia regularment ab la plaga de las llagostas, dels danys que ocasionan en los regnes que la experimentan y dels remeys divinos y humans se han experimentat favorables en diferents provincias pera extinguirla;Palol, Jeroni;Girona;Barcelona, Biblioteca de Catalunya 11-VI-30;;https://books.google.es/books?vid=BNC:1001902352&printsec=frontcover&redir_esc=y;;
I-1687-CA-02E9;1687 Catalonia Locust plague;Unknown;Coat of Arms of the City of Lerida;1687;;Woodcut;;P-1687-CA-0190 / 1687 Catalonia Locust plague / Paper en que se noten los modos, traces y enginys de que ha usat la ciutat de Leyda y los llochs circumveins pera exterminar la llangosta en los anys 1685, 1686 i en lo present de 1687 (This document is included in);Unknown;;Paper en que se noten los modos, traces y enginys de que ha usat la ciutat de Leyda y los llochs circumveins pera exterminar la llangosta en los anys 1685, 1686 i en lo present de 1687;Magallón, Jaime;Lerida;Lleida, Biblioteca de la Universitat de Lleida ALT-30004;;http://soltorres.udl.cat/bitstream/handle/10459/2111/RALT-3-0004.pdf?sequence=1;;
I-1687-CA-02EA;1687 Catalonia Locust plague;Unknown;The Virgin of Mercy;1688;;Woodcut;;P-1687-CA-0191 / 1687 Catalonia Locust plague / Romance de la fiesta que la muy illustre y fidelíssima ciudad de Barcelona a hecho a N. Señora de las Mercedes, eligiéndola por su madre y protectora contra la plaga de la langosta, en 2 de agosto de 1688 (This document is included in);Unknown;;Romance de la fiesta que la muy illustre y fidelíssima ciudad de Barcelona a hecho a N. Señora de las Mercedes, eligiéndola por su madre y protectora contra la plaga de la langosta, en 2 de agosto de 1688;Gelabert, Martín;Barcelona;Barcelona, Biblioteca de Catalunya F.Bon. 6004;;https://www.bidiso.es/CBDRS/ediciones/BDRS0005596/5217;;
I-1687-CA-02EB;1687 Catalonia Locust plague;Unknown;Coat of Arms of the Diputació del General del Principat de Catalunya;1688;;Woodcut;;P-1687-CA-0192 / 1687 Catalonia Locust plague / Remeys per la matansa de la plaga de la llagosta extrets de diferents papers, vinguts á noticia del consistori de deputats del General de Catalunya, trets à llum á instancia dels deputats y oydors de comptes del General de Catalunya (This document is included in);Unknown;;Remeys per la matansa de la plaga de la llagosta extrets de diferents papers, vinguts á noticia del consistori de deputats del General de Catalunya, trets à llum á instancia dels deputats y oydors de comptes del General de Catalunya;Figueró, Rafel;Barcelona;Barcelona, Biblioteca de Catalunya F.Bon. 6845ter;;https://books.google.es/books?id=9CPEEOT669oC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;
I-1687-CA-02EC;1687 Catalonia Locust plague;Unknown;Our Virgin of Mercy (Mare de Déu de la Mercè) with Saints and the Consellers;1690;;Oil on canvas;282 x 427 cm;;;;;;;;;https://www.museunacional.cat/ca/colleccio/mare-de-deu-de-la-merce-amb-els-consellers/anonim-catalunya/113295-000;;
I-1687-CA-02ED;1687 Catalonia Locust plague;Unknown;St Augustine and four Devotees;1690-1700;;Oil on canvas;;;;;;;;;;;;
I-1688-SA-02EE;1688 Sannio Earthquake;Unknown;Chivalrous Novel Scene;1688;;Woodcut;;P-1688-SA-0197 / 1688 Sannio Earthquake / Copiosissima, e distinta relatione dell’horribile, e spaventoso terremoto accaduto in Napoli, et in più parti del Regno il giorno 5 giugno 1688 co’l numero delle città, terre, et altri luoghi rovinati. Come anco delli morti, e feriti rimasti in così compassionevole tragedia. E con altre particolarità cospicue messe in questa seconda impressione, delle quali non si havea notizia alla prima (This document is included in);Unknown;;Copiosissima, e distinta relatione dell’horribile, e spaventoso terremoto accaduto in Napoli, et in più parti del Regno il giorno 5 giugno 1688 co’l numero delle città, terre, et altri luoghi rovinati. Come anco delli morti, e feriti rimasti in così compassionevole tragedia. E con altre particolarità cospicue messe in questa seconda impressione, delle quali non si havea notizia alla prima;Galazzi, Vincenzo;Todi;Rome, Biblioteca Nazionale Centrale MISC. B.499.15;;;;
I-1688-SA-02EF;1688 Sannio Earthquake;Unknown;The vision of St Filippo Neri;1688;;Woodcut;;P-1688-SA-019F / 1688 Sannio Earthquake / Relación del prodigio obrado por San Felipe Neri en la persona del eminentísimo señor cardenal Vicente María Orsini, arçobispo de Benavento, en ocasión que se halló baxo las ruìnas de su quarto, en el terremoto, que arruìnó aquella ciudad a 5 de junio de 1688. Venida de Génova a esta ciudad, y mandóle traducir de italiano en español un devoto del Santo, para más gloria de Dios, honor del santo, y consuelo de sus devotos (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Relación del prodigio obrado por San Felipe Neri en la persona del eminentísimo señor cardenal Vicente María Orsini, arçobispo de Benavento, en ocasión que se halló baxo las ruìnas de su quarto, en el terremoto, que arruìnó aquella ciudad a 5 de junio de 1688. Venida de Génova a esta ciudad, y mandóle traducir de italiano en español un devoto del Santo, para más gloria de Dios, honor del santo, y consuelo de sus devotos;Figueró, Rafael;Barcelona;Montserrat, Biblioteca de la Abadia F*10*12º*7;;https://books.google.es/books?id=myGQw3mrNpEC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;
I-1688-SA-02F0;1688 Sannio Earthquake;Unknown;St Filippo Neri in Ecstasy;1688;;Woodcut;;P-1688-SA-01A0 / 1688 Sannio Earthquake / Narrazione de' prodigii operati del glorioso S. Filippo Neri. Nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rouine delle sue stanze nel tremuoto che distrusse quella città a 5 di Giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigii operati del glorioso S. Filippo Neri. Nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rouine delle sue stanze nel tremuoto che distrusse quella città a 5 di Giugno 1688;de Bonis, Novello;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III L.P. Quarta Sala 03.6.07 (2);;https://books.google.es/books?id=w6wj7loR_BEC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;
I-1688-SA-02F1;1688 Sannio Earthquake;Unknown;The Immaculate Conception;1688;;Woodcut;;P-1688-SA-01A1 / 1688 Sannio Earthquake / Napoli flagellata da Dio con l’horribilissimo terremoto accaduto a cinque di giugno ad hore ven’uno in giorno di sabato viglia della pentecoste nell’anno 1688 (This document is included in);Sportelli, Gennaro;;Napoli flagellata da Dio con l’horribilissimo terremoto accaduto a cinque di giugno ad hore ven’uno in giorno di sabato viglia della pentecoste nell’anno 1688;Benzi, Francesco;Naples;London, British Library 444.c.41.(15.);;http://access.bl.uk/item/viewer/ark:/81055/vdc_100026995081.0x000001;;
I-1688-SA-02F2;1688 Sannio Earthquake;Unknown;St Filippo Neri;1748;;Woodcut;;P-1688-SA-01A2 / 1688 Sannio Earthquake / Prodigios obrados por el gran patriarca San Felipe Neri en tiempo de terremotos. Recogidos de diferentes relaciones auténticas, para excitar a los Fieles a acudir al patrocinio del santo en semejantes calamidades (This document is included in);Unknown;;Prodigios obrados por el gran patriarca San Felipe Neri en tiempo de terremotos. Recogidos de diferentes relaciones auténticas, para excitar a los Fieles a acudir al patrocinio del santo en semejantes calamidades;Lucas, José Tomás;Valencia;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII/F-185;;https://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1006426;;
I-1688-SA-02F3;1688 Sannio Earthquake;[R.M.S.];St Filippo Neri;1688;;Woodcut;;P-1688-SA-01A3 / 1688 Sannio Earthquake / Relazione dei prodigii operati da S. Filippo Neri nella persona del cardinal Orsini arcivescovo di Benevento, in occasione che rimase sotto le rovine nel terremoto, che distrusse quella città à 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);Unknown;Relazione dei prodigii operati da S. Filippo Neri nella persona del cardinal Orsini arcivescovo di Benevento, in occasione che rimase sotto le rovine nel terremoto, che distrusse quella città à 5 di giugno 1688;Buagni, Giovan Francesco;Rome;Rome, Biblioteca Casanatense VOL MISC.1905 6;;;;
I-1688-SA-02F4;1688 Sannio Earthquake;Unknown;St Filippo Neri;1790;;Woodcut;;P-1688-SA-01A4 / 1688 Sannio Earthquake / Oración muy devota al gran padre y patriarca San Felipe Neri, en tiempo de terremotos, junto con algunos prodigios obrados por interseción del mismo santo, recogidos de diferentes relaciones auténticas (This document is included in);Unknown;Unknown;Oración muy devota al gran padre y patriarca San Felipe Neri, en tiempo de terremotos, junto con algunos prodigios obrados por interseción del mismo santo, recogidos de diferentes relaciones auténticas;Suriá y Burgada, Francisco;Barcelona;Valencia, Biblioteca Valenciana Nicolau Primitiu XVIII F-974;;https://www.bidiso.es/CBDRS/ediciones/BDRS0002564/2460;;
I-1688-SA-02F6;1688 Sannio Earthquake;Unknown;The vision of St Filippo Neri;1688;;Woodcut;;P-1688-SA-01A7 / 1688 Sannio Earthquake / Narrazione de' prodigii operati dal glorioso S. Filippo Neri nella persona dell'eminentissimo signor cardinale Orsini arcivescovo di Benevento. In occasione, che rimase sotto le rouine delle sue stanze nel tremoto, che distrusse quella città a' 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigii operati dal glorioso S. Filippo Neri nella persona dell'eminentissimo signor cardinale Orsini arcivescovo di Benevento. In occasione, che rimase sotto le rouine delle sue stanze nel tremoto, che distrusse quella città a' 5 di giugno 1688;Onofri, Francesco (Heirs of);Florence;Florence, Biblioteca Nazionale Centrale V.MIS 1001.30;;https://books.google.es/books?id=Mo9fxvIZddwC&pg=PP5&hl=es&source=gbs_selected_pages&cad=3;;
I-1688-SA-02F7;1688 Sannio Earthquake;Unknown;St Filippo Neri;1688;;Woodcut;;P-1688-SA-01B0 / 1688 Sannio Earthquake / Narrazione de' prodigi operati del glorioso S. Filippo Neri nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rovine delle sue stanze nel tremuoto che distrusse quella città à 5 di giugno 1688 (This document is included in);Orsini, Vincenzo Maria (Cardinal, Bishop of Benevento);;Narrazione de' prodigi operati del glorioso S. Filippo Neri nella persona dell'eminent. sig. cardinale Orsini arcivescovo di Benenvento. In occasione che rimase sotto le rovine delle sue stanze nel tremuoto che distrusse quella città à 5 di giugno 1688;Monaco, Michele;Naples;London, British Library 444.c.41.(8.);;http://access.bl.uk/item/viewer/ark:/81055/vdc_100026995018.0x000001;;
I-1688-SA-02F8;1688 Sannio Earthquake;Boraglia, Nicola;St Filippo Neri saves Archbishop Orsini;1712;;Oil on canvas;150 x 119 cm;;;;;;;;;http://www.isaccomacalli.it/images/cliente/pdf%20san%20giorgio%20martire.pdf;;
I-1688-SA-02F9;1688 Sannio Earthquake;"Ghezzi, Pier Leone (Drawing); Frezza, Giovanni Girolamo (Engraving)";St Filippo Neri saves Archbishop Orsini;1745;;Engraving;;"I-1688-SA-02FB / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-050E / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;"'L'Emo. Sig.r Card. Frà Vincenzo M.a Orsini dell'Ordine de Predicatori, è liberato miracolosamente per Intercessione di S. Filippo Neri dalle ruine del Terremoto seguito in Benevento li 5 Giu.o 1688 Vit uolg. Lib. 6 cap. 16.'; signed";https://babel.hathitrust.org/cgi/pt?id=gri.ark:/13960/t9x07ch50&view=1up&seq=495;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;
I-1688-SA-02FA;1688 Sannio Earthquake;Castellano, Giuseppe;St Filippo Neri saves Archbishop Orsini;after 1688;;Fresco;;;;;;;;;;https://www.cartantica.it/pages/collaborazionePapi222.asp?autore=342;;
I-1688-SA-02FB;1688 Sannio Earthquake;Ghezzi, Pier Leone;St Filippo Neri saves Archbishop Orsini;1725-1730;;Oil on canvas;173 x 173 cm;"I-1688-SA-02F9 / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-050E / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;;;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;
I-1688-SA-02FC;1688 Sannio Earthquake;Unknown;St Filippo Neri saves Archbishop Orsini;1731;;Engraving;;;;;;;;;;https://www.digitale-sammlungen.de/en/view/bsb11235352?page=51;;
I-1688-SA-02FD;1688 Sannio Earthquake;Unknown;The vision of St Filippo Neri;[1724];;Woodcut;;;;;;;;;;https://www.bidiso.es/CBDRS/upload/ejemplares/6847/digitalizado/201711171249__b-39_4_4_4_9-19.pdf;;
I-1688-SA-050E;1688 Sannio Earthquake;Ghezzi, Pier Leone;St Filippo Neri saves Archbishop Orsini;1725-1730;;Oil on canvas;102 x 73 cm;"I-1688-SA-02F9 / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to); I-1688-SA-02FB / 1688 Sannio Earthquake / St Filippo Neri saves Archbishop Orsini (Very similar to)";;;;;;;;https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1200761732;SENSORIALITÀ E MATERIALITÀ→Attenzione alla corporalità;
I-1689-VE-02FE;1689 Vesuvius Eruption;Unknown;View of Vesuvius before 1631, ather the Eruption of 1631, on 1684 and after the Eruption of 1689;1693;;Engraving;;;;;;;;;;https://books.google.es/books?id=86ko5X_vyuYC&printsec=frontcover&dq=inauthor:%22Antonio+Bulifon%22+lettere&hl=ca&sa=X&ved=2ahUKEwjG1pevzczvAhXPilwKHY4KCRMQ6AEwB3oECAgQAg;;
I-1692-JA-050F;1692 Jamaica Earthquake;[Luyken, Jan] ((attributed to));Earthquake in Jamaica Destroying the City of Port Royal;1698;;Etching;109 mm x 156 mm;;;;;;;;;http://hdl.handle.net/10934/RM0001.COLLECT.144723;TOPOI DELLA NARRAZIONE→Rovine;
I-1693-ES-02FF;1693 Eastern Sicily Earthquake;Unknown;City View from the Sea;1693;;Woodcut;;P-1693-ES-01C0 / 1693 Eastern Sicily Earthquake / Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693 (This document is included in);Unknown;;Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693;Ercole, Domenico Antonio;Rome;Rome, Biblioteca Casanatense VOL MISC.2120 7;;http://opac.casanatense.it/Record.htm?idlist=23&record=19038273124918564559;;
I-1693-ES-0300;1693 Eastern Sicily Earthquake;Unknown;View of flooded City;1693;;Woodcut;;P-1693-ES-01C1 / 1693 Eastern Sicily Earthquake / Sincera ed esatta relazione dell’orribile terremoto seguito nell’isola di Sicilia il dì 11 di gennaio 1693. Colla nota delle città e terre sprofondate, de’ morti e luoghi, che hanno patito e con tutte le particolarità più degne da essere registrate. Aggiuntovi l’orazione contro il terremoto (This document is included in);Unknown;Unknown;Sincera ed esatta relazione dell’orribile terremoto seguito nell’isola di Sicilia il dì 11 di gennaio 1693. Colla nota delle città e terre sprofondate, de’ morti e luoghi, che hanno patito e con tutte le particolarità più degne da essere registrate. Aggiuntovi l’orazione contro il terremoto;Buagni, Giovan Francesco;Rome;Naples, Biblioteca della Società Napoletana di Storia Patria SIS150401-07C-035 (6);;http://opac.casanatense.it/Record.htm?idlist=23&record=19074915124918921979;;
I-1693-ES-0301;1693 Eastern Sicily Earthquake;Unknown;City View from the Sea;1693;;Woodcut;;P-1693-ES-01BC / 1693 Eastern Sicily Earthquake / Distinto ragguaglio del spaventevole terremoto accaduto nel Regno della Sicilia li 9 et 11 del mese di gennaro 1693 (This document is included in);Unknown;;Distinto ragguaglio del spaventevole terremoto accaduto nel Regno della Sicilia li 9 et 11 del mese di gennaro 1693;Molo, Giovanni Battista;Rome;Rome, Biblioteca Casanatense VOL MISC.387 23;;http://opac.casanatense.it/Record.htm?idlist=42&record=19074914124918921969;;
I-1693-ES-0302;1693 Eastern Sicily Earthquake;Unknown (After Saint-Ours, Jean-Pierre);Escape during the 1693 earthquake;1700-1750;;Oil on canvas;;;;;;;;;;https://en.wikipedia.org/wiki/Jean-Pierre_Saint-Ours;;
I-1693-ES-0303;1693 Eastern Sicily Earthquake;Unknown;City View of Sortino;after 1693;;Oil on canvas;;;;;;;;;;;;
