Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes;;;;
P-1667-RA-014D;1667 Ragusa Earthquake;Artale, Giuseppe;All'eccellenza del suo duce;de Hanovre, Ernest-Auguste;"Terremoto formidabile in Ragusa; L'alloro fruttuoso di d. Giuseppe Artale";de Bonis, Novello;Per Novello de Bonis;Naples;;;1672;Italian;Verse;Null;Florence, Biblioteca Nazionale Centrale ANT 4C.IV 26;https://play.google.com/books/reader?id=-oUTaELv1AoC&hl=it&printsec=frontcover&pg=GBS.PP1;;La pagina recante il sonetto è indicata come 14.;;;;;;
P-1669-ET-014E;1669 Etna Eruption;Morabito, Francesco;All'Illust. Signore il Signor D. Pietro Moncada de' Patritii Catanesi;Moncada, Pietro;Catania liberata poema del signor D. Francesco Morabito gentil'huomo catanese;La Rocca, Bonaventura;In Catania nel Palazzo dell'Ilustrissimo Senato, per Bonaventura La Rocca;Catania;;;1669;Italian;Verse;Null;Rome, Biblioteca Nazionale Centrale 6. 23.D.14;https://books.google.es/books?id=V7NJgA9uZIwC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;"I-1669-ET-02D6 / 1669 Etna Eruption / St Agatha of Sicily over the city of Catania during the Etna Eruption of 1669; 10 plates in the interior of the book (This document includes)";;;;;;;
P-1669-ET-014F;1669 Etna Eruption;Unknown;;Unknown;Vera, e nuova relatione venuta da Catania de’ grandi incendii, e desolationi fatte dal monte Etna, overo Mongibello, da gli undeci, sino alli 30 marzo del presente anno 1669;Monti, Giacomo;Per Giacomo Monti;Bologna;;;1669;Italian;Prose;Null;"Rome, Biblioteca Casanatense VOL MISC.387 9;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 144r-147v";https://books.google.it/books?vid=IBCR:BC000025285&redir_esc=y;I-1669-ET-02D7 / 1669 Etna Eruption / City View of Catania with Etna erupting (This document includes);;;;;;;
P-1669-ET-0150;1669 Etna Eruption;Unknown;;Unknown;Relatione del nuovo incendio fatto da Mongibello, con rovina di molti casali della citta di Catania e de' miracoli, e prodigii operati dal sacro velo dell'inuittissima vergine e martire catanese S. Agata a dì 11. del mese di marzo del presente anno 1669. In Catania, d'ordine dell'illustrissimo monsignor vescovo e dell'illustrissimo senato;La Rocca, Bonaventura;Per Bonaventura La Rocca stampator camerale;Catania;;;1669;Italian;Prose;Null;Acireale, Biblioteca Zelantea D /3 /3 35 N. 3;;P-1669-ET-0151 / 1669 Etna Eruption / Relatione del nuovo incendio fatto da Mongibello, con rovina di molti casali della citta di Catania e de' miracoli, e prodigii operati dal sacro velo dell'invittissima vergine e martire catanese S. Agata a dì 11. del mese di marzo del presente anno 1669 sino all'11 di luglio del medesimo anno quando terminò l'incendio. In Catania d'ordine dell'illustrissimo monsignor vescovo e dell'illustrissimo Senato (Very similar to);;;Ricavato in parte dalla lettera di Valentino Bonadies (manoscritta), corrisponde alla prima parte della relazione poi stampata a Catania e Messina;;;;
P-1669-ET-0151;1669 Etna Eruption;Unknown;;Unknown;Relatione del nuovo incendio fatto da Mongibello, con rovina di molti casali della citta di Catania e de' miracoli, e prodigii operati dal sacro velo dell'invittissima vergine e martire catanese S. Agata a dì 11. del mese di marzo del presente anno 1669 sino all'11 di luglio del medesimo anno quando terminò l'incendio. In Catania d'ordine dell'illustrissimo monsignor vescovo e dell'illustrissimo Senato;Bisagni, Giuseppe;Per Bonaventura La Rocca e di nuovo in Messina per Giuseppe Bisagni;"Catania; Messina";;Messina;1669;Italian;Prose;Null;Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace Rari sic. 490.5;;P-1669-ET-0150 / 1669 Etna Eruption / Relatione del nuovo incendio fatto da Mongibello, con rovina di molti casali della citta di Catania e de' miracoli, e prodigii operati dal sacro velo dell'inuittissima vergine e martire catanese S. Agata a dì 11. del mese di marzo del presente anno 1669. In Catania, d'ordine dell'illustrissimo monsignor vescovo e dell'illustrissimo senato (Very similar to);;;Ricavato in parte dalla lettera di Valentino Bonadies (manoscritta), corrisponde alla prima parte della relazione poi stampata a Catania e Messina;;;;
P-1669-ET-0152;1669 Etna Eruption;Unknown;;Unknown;"Relaçao do novo incendio do monte Etna, chamado vulgarmente Mongibello, na ilha de Sicilia, com as ruinas de muitos lugares circumvesinhos a cidade de Catania, e dos milagres e prodigios que obrou o. S. Veo da insigne virgem &amp; martyr Santa Agueda natural desta cidade, aos 11 dias do mes de março deste anno de 1669, com a destruição de outras terras da mesma ilha, causada dos tremores de terra; tudo fielmente traduzido da relação italiana impressa em Catania &amp; em Leorne";Craesbeeck de Mello, Antonio;Na officina de Antonio Craesbeeck de Mello, impressor de Sua Alteza;"Catania; Leorme; Lisbon";;"Catania;Leorme";1669;Portuguese;Prose;Null;São Paulo, Universidade de São Paulo, Instituto de Estudos Brasileiros, LAM.S. b 1 n.4;http://200.144.255.206/sga/Biblioteca_Imagem_1/L/Media/L355.pdf;;Translated from Italian;;;;;;
P-1669-ET-0153;1669 Etna Eruption;Mancino, Carlo;Dedicata al molto illustre signore il signor fra d. Diego Pappalardo frà cappellano conuentuale della religion gerosolimitana;Pappalardo, Diego;Narratiua del fuoco uscito da Mongibello il dì undici di marzo del 1669. Con li miracoli esatti da S.D.M. ad intercessione della gloriosa s. Agata per la totale liberatione della sua patria Catania. Con li progressi, e ruine fatte, delle terre, habitationi poderi, vigne, giardini, chiese, & luochi incendiati. Con gli ripari sperimentati per buoni per divertirlo dal naturale suo corso, e camino. Di Carlo Mancino dedicata al molto illustre signore il signor fra d. Diego Pappalardo frè cappellano conventuale della religion gerosolimitana;Bisagni, Giuseppe;Per Giuseppe Bisagni;Messina;;;1669;Italian;Prose;Null;Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace ANTIQUA III.663.l;;;;;DA CONSULTARE (esemplari in opac + BL);;;;
P-1669-ET-0154;1669 Etna Eruption;Squillaci, Piero;;Unknown;Terza relatione per tutti li 16 d’aprile 1669. Del fuoco di Mongibello, e di quel che seguì;Colicchia, Andrea;Per il Colicchia;"Naples; Catania";;Catania;1669;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.A. 049;;I-1669-ET-02D8 / 1669 Etna Eruption / St Agatha of Sicily (This document includes);;;;;;;
P-1669-ET-0155;1669 Etna Eruption;Unknown;;Unknown;Vera e distinta relatione dell’horribilissimo e spaventevole caso socceduto a 7 di marzo 1669 nell’isola di Sicilia, del gran fuoco ch’è uscito dalla montagna di Mongibello con distrussione di dodeci terre, et altri notabili danni fatti in detto circuito;di Fusco, Luca Antonio;Per Luc’Antonio di Fusco;Naples;;;1669;Italian;Prose;Null;Bari, Biblioteca Nazionale Sagarriga Visconti-Volpi MAG 68 D 0002 45;;;;;;;;;
P-1669-ET-0156;1669 Etna Eruption;Unknown;Illustriss. Sig. e Padrone Osservandiss.;Unknown;Vera relatione del nuovo incendio della montagna di Mongibello cavata da una lettera scritta da Tauromina ad un signore dimorante in Roma;Colicchia, Andrea;Per il Colicchia;"Naples; Rome";;Rome;1669;Italian;Prose;Null;Rome, Biblioteca Nazionale Centrale 69. 9.A.3;https://books.google.fr/books?vid=IBNR:CR000473135&redir_esc=y;;;;;;;;
P-1669-ET-0157;1669 Etna Eruption;Tedeschi Paternò, Tomaso;Dedicato all'Illus. Signor Don Carlo Caetano, Barone di Vill'Allegra, e Santo Theodoro, Regio Cavaliere, Mastro Procuratore per Sua Maestà Catolica, e suo Regio Consiliario, Portolano della Città di Catania, e di Mascali, Rettore, e Giudice delle DIfferenze tra gl'Illustrissimi Monsignor Vescovo, e Senato di Catania;Caetani, Carlo;Breve raguaglio degl'incendi di Mongibello avvenuti in quest'anno 1669. Composto dal signor don Tomaso Tedeschi, e Paterno dottor teologo e lettore di teologia nell'Università di Catania, e sinodale esaminatore;Longo, Egidio;Per Egidio Longo;Naples;;;1669;Italian;Prose;Null;Zurich, ETH Library Rar 6117;https://www.e-rara.ch/zut/content/zoom/3027700;"I-1669-ET-02D9 / 1669 Etna Eruption / View of Catania before and after the Eruption of Etna in 1669; City View of Catania (This document includes)";;;;;;;
P-1669-ET-0158;1669 Etna Eruption;Borelli, Alfonso;Illustrissimo Domino D. Carolo Vigintimillio Comiti Prades. Deputatoq. Regni Siciliae;Ventimiglia, Carlo;Historia, et meteorologia incendii Aetnaei anni 1669. Ioan. Alphonsi Borelli in Academia Pisana matheseos professoris accessit. Responsio ad censuras reu. p. honorati Fabri contra librum auctoris de vi percussionis;Ferro, Domenico;In Officina Dominici Ferri;Reggio Calabria;;;1670;Latin;Prose;Null;Zurich, ETH Library Rar 6120;https://www.e-rara.ch/zut/pbifriedlaender/content/zoom/7324335;I-1669-ET-02DA / 1669 Etna Eruption / View of Catania with Etna erupting (This document includes);;;;;;;
P-1669-ET-0159;1669 Etna Eruption;Squillaci, Pietro;Al molto illustre, e molto reverendo signore il signore Fulvio Servantio maestro di cerimonie di N.S.;Servantio, Fulvio;Relatione del fuoco di Mongibello, e di quel che seguì del sacerdotte dottor Don Pietro Sqillaci [Sic!] catanese dedicata da Carlo Giannino al molto illustre, e molto reverendo signore il signore Fulvio Servantio maestro di cerimonie di N.S.;Dragondelli, Giacomo;Nella stamperia del Dragondelli. Si vendano in Piazza Navona da Carlo Giannini all’Insegna dell’AncoraLib.;"Rome; Catania; Messina";;"Catania;Messina";1669;Italian;Prose;Null;Rome, Biblioteca Angelica F.ANT SS cap.1 10/21;;;;;;;;;
P-1669-ET-015A;1669 Etna Eruption;Unknown;;Unknown;Relatione del grande incendio e desolatione fatta dal monte Etna, overo Mongibello in Sicilia alli 8 di marzo del 1669;Mancini, Filippo M.;Ad istanza di Giuseppe Elmi, nella stampa di Filippo M. Mancini;Rome;;;1669;Italian;Prose;Null;Rome, Biblioteca Nazionale Centrale MISC. B.499.19;;;;;;;;;
P-1669-ET-015B;1669 Etna Eruption;Unknown;;Unknown;Relatione del grande incendio e desolatione fatta dal monte Etna, overo Mongibello in Sicilia alli 8 di marzo del 1669;Monti, Giacomo;Per Giacomo Monti;"Rome; Rimini; Bologna";;"Rome;Rimini";1669;Italian;Prose;Null;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 142r-143v;;;;;Ricavo questa relazione dal volume Azzaro Castelli L'eruzione etnea del 1669 ma non riesco a trovarla negli OPAC_Valentina<br>Esemplare rintracciato e fotografato_Milena;;;;
P-1669-ET-015C;1669 Etna Eruption;Unknown;;Unknown;Vera relatione del novo incendio della montagna di Mongibello cavata da una lettera scritta da Tauromina ad un signore dimorante in Roma;Dragondelli, Giacomo;Per Giacomo Dragondelli;Rome;;;1669;Italian;Prose;Null;Rome, Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana CORS 173 A 13 (59);;;;;;;;;
P-1669-ET-015D;1669 Etna Eruption;Unknown;;Unknown;Terza relatione dell'incendio di Mongibello, et de mirabili successi nella città di Catania, et altri luoghi circonvicini. Cavata da una lettera scritta à Roma, da un personaggio qualificato sotto li 27 aprile 1669 della medesima città;Ercole, Michele;"Per Michel'Hercole; ad istanza di Francesco Collignon in Parione";Rome;;;1669;Italian;Prose;Null;London, British Library 1193.m.1.(62.);;;;;"Esemplare mutilo (http://explore.bl.uk/primo_library/libweb/action/display.do?tabs=moreTab&ct=display&fn=search&doc=BLL01001169532&indx=1&recIds=BLL01001169532&recIdxs=0&elementId=0&renderMode=poppedOut&displayMode=full&frbrVersion=&frbg=&&dscnt=0&scp.scps=scope%3A%28BLCONTENT%29&vl(2084770704UI0)=any&tb=t&vid=BLVU1&mode=Basic&srt=rank&tab=local_tab&dum=true&vl(freeText0)=Terza%20relazione%20dell%E2%80%99incendio%20di%20Mongibello%2C%20ed%20de%E2%80%99%20mirabili&dstmp=1617963662453); fotorirpoduzione al momento non disponibile: sezione ancora chiusa.";;;;
P-1669-ET-015E;1669 Etna Eruption;Unknown;;Unknown;Relatione del nuovo incendio fatto da Mongibello, con rovina di molti casali della citta di Catania e de' miracoli, e prodigii operati dal sacro velo dell'invittissima vergine e martire catanese S. Agata a dì 11. del mese di marzo del presente anno 1669. Con le rovine cagionate da' terremoti ad altre città dell'istessa isola di Sicilia;Bonfigli, Giovanni Vincenzo;Appresso Giovanni Vincenzo Bonfigli;"Catania; Livorno";;Livorno;1669;Italian;Prose;Null;London, The National Archives SP 120/127;;;;;;;;;
P-1669-ET-015F;1669 Etna Eruption;Unknown;;Unknown;Vera relatione del novo incendio della montagna di Mongibello cavata da una lettera scritta da Tauromina ad un signore dimorante in Roma;Toselli, Egidio;Per il Toselli;"Ronciglione; Rome";;Rome;1669;Italian;Prose;Null;Rome, Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana CORS 173 A 13 (55);;;;;;;;;
P-1669-ET-0160;1669 Etna Eruption;Monaco, Francesco;Cuius fidele monumentum admodum Illustri, et Rev. Domino D. Vincentio Paterno, et Celestri a D. Hyacinto Bar. Radusae, et Dexterae, Dom. Mirabellae, Patricijs Catanensibus V.I.D. eximio, Legato Oratori Ad Regiam Catholicam Maiestatem;Paternò e Celestre, Vincenzo;Cataclysmus Ætnæus, sive inundatio ignea Ætnæ montis anni 1669;Hertz, Giovanni Giacomo;Ex Typographia Ioannis Iacobi Hertz;Venice;;;1669;Latin;Prose;Null;London, British Library 444.b.41.;http://access.bl.uk/item/viewer/ark:/81055/vdc_100027352944.0x000001;I-1669-ET-02DB / 1669 Etna Eruption / St Agatha of Sicily (This document includes);;;sul dedicatario Vincenzo Paternò e Celestre cfr. D. Palermo, Tra mediazione e repressione, in Mediterranea' 2004-2';;;;
P-1669-ET-0161;1669 Etna Eruption;Unknown;;Unknown;Verdadera relación de el daño que ha hecho el fuego que se derramó del bolcán llamado Mongibelo, monte que esta en la Isla de Cicilia: refiérese el daño tan grande que ha hecho en las villas, caserías, y demás partes que ha destruydo cerca de la ciudad de Catania, y Paternó, tuvo principio esta ostilidad en dicha isla de Cicilia en 8 de marzo deste presente año de 1669;Miranda, Tomé de Dios;Por Thomê de Dios Miranda;Seville;;;1669;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/139/42;;;;;Foto Schiano;;;;
P-1671-CA-0162;1671 Cadiz Tornado;Unknown;;Unknown;Relación verdadera de los daños que en la ciudad de Cádiz y su bahía causó el huracán y contrastes de viento que sobrevino el domingo de Láçaro 15 de março de 1671. Con licencia y mandato de la muy noble y leal ciudad de Cádiz;Machado, Juan Lorenzo;Impresso en casa de la viuda de Iuan Lorenço Machado, por Iuan Vejarano;Cadiz;;;1671;Spanish;Prose;Null;Granada, Universidad de Granada, Biblioteca del Hospital Real A-031-131 (34);https://digibug.ugr.es/handle/10481/12479;I-1671-CA-02DF / 1671 Cadiz Tornado / Coat of Arms of the City of Cadiz (This document includes);;;;;;;
P-1671-CA-0163;1671 Cadiz Tornado;Unknown;;Unknown;Relación verdadera, y copia de carta, escrita de la ciudad de Cádiz a esta corte, donde declara el lamentable sucesso de dicha ciudad de Cádiz con el huracán, que le sobrevino en quinze de março deste presente año de mil y seiscientos y setenta y uno;Unknown;Unknown;[Cadiz];;;1671;Spanish;Prose;5042395;Madrid, Biblioteca Nacional de España VE/69/26;;;;;Foto Schiano;;;;
P-1671-CA-0164;1671 Cadiz Tornado;Unknown;;Unknown;Copia de carta, remitida de Cádiz a esta ciudad de Sevilla, donde da cuenta muy por extenso del lamentable estrago que en dicha ciudad causó el huracán;Unknown;Unknown;[Cadiz];;;1671;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/1346/17;;;Contiene anche la Copia de carta escrita en Roma a 23. de mayo de 1671 años, en que se da noticia que se hizo justicia en Viena Corte del Emperador de los complices en la traición intentada contra el estado y vida de su Magestad Cesarea;;Foto Schiano;;;;
P-1671-SL-0165;1671 San Lorenzo del Escorial Fire;Unknown;;Unknown;Relación breve del incendio del Escurial, copiada de diversos avisos, que se han repetido a la Reyna N.S. desde 7 de iunio, en que sucedió la desgracia, hasta 16 del dicho mes deste año de 1671;Unknown;Unknown;Unknown;;;[1671];Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/1346/22(1);;;;;Foto Schiano;;;;
P-1672-AB-0166;1672 Abruzzo Earthquake;Unknown;Dedicata al molto Ill. Signor Carlo Ronchelli Console Generale della Natione Milanese;Ronchelli, Carlo;Vera relatione del terremoto succeduto nella provincia d’Abruzzo, et in particolare nella città dell’Aquila, terre dell’Amatrice, e Montereale;Mollo, Francesco;Per Francesco Mollo;Naples;;;1672;Italian;Prose;Null;London, British Library General Reference Collection 444.c.41.(4.);https://books.google.it/books?vid=BL:A0020642254&redir_esc=y;I-1672-AB-02E0 / 1672 Abruzzo Earthquake / Madonna with Child crowned above a Fortification (This document includes);;;;;;;
P-1672-MA-0167;1672 Madrid Fire;Avellaneda, Francisco de;A la Reyna nuestra señora;Mariana of Austria;Al prodigio de aver ataiado el fuego de la plaza, la imagen de Nuestra Señora de la Soledad y a las honras que la Reyna mando hazer a los que murieron en el incendio: dedícalos a la reyna;Unknown;Unknown;Unknown;;;[1672];Spanish;Verse;Null;Madrid, Biblioteca Nacional de España VE/119/60;;;;;Foto Schiano;;;;
P-1672-MA-0168;1672 Madrid Fire;Paredes, Dionisio de;;;Relación verdadera del incendio que se vio en la Real Plaza de Madrid el día 20 de agosto deste año de 1672;Unknown;Unknown;Unknown;;;1672;Spanish;Prose;Null;Madrid, Biblioteca de la Real Academia de la Historia 9/3746(27);https://bibliotecadigital.rah.es/es/catalogo_imagenes/grupo.do?path=1000542&presentacion=pagina&posicion=4&registrardownload=0;;;;;;;;
